course_code,exam_type,start_time,end_time,location
FSK-2551,Oppgave,2025-06-02 14:00:00,,N/A
FSK-3004,Oppgave,2024-12-06 14:00:00,,N/A
FSK-3004,Skriftlig_skoleeksamen,2024-12-13 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
FSK-3014,Mappevurdering,2024-12-09 14:00:00,,N/A
FSK-3551,Assignment,2025-05-15 14:00:00,,N/A
FSK-3624,Off_campus_exam,2024-11-29 09:00:00,2024-12-04 14:00:00,N/A
FSK-3960,Oppgave,2025-05-15 14:00:00,,N/A
FSK-8003,Off_campus_exam,2025-05-29 09:00:00,2025-06-05 14:00:00,N/A
REI-1002,Off_campus_exam,2024-12-02 09:00:00,2024-12-06 14:00:00,N/A
REI-1004,School_exam,2024-11-19 09:00:00,,"(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)"
REI-1010,Off_campus_exam,2025-03-24 09:00:00,2025-03-28 12:00:00,N/A
REI-1104,Hjemmeeksamen,2025-04-24 09:00:00,2025-04-28 14:00:00,N/A
REI-1107,Mappevurdering,2025-05-23 14:00:00,,N/A
REI-1502,Off_campus_exam,2024-11-25 09:00:00,2024-11-29 14:00:00,N/A
REI-2010,Assignment,2025-05-16 14:00:00,,N/A
REI-3015,Off_campus_exam,2025-02-03 09:00:00,2025-02-17 14:00:00,N/A
REI-3203,Hjemmeeksamen,2024-11-18 09:00:00,2024-12-09 14:00:00,N/A
REI-3205,Hjemmeeksamen,2025-05-15 09:00:00,2025-06-06 14:00:00,N/A
REI-3901,Oppgave,2025-06-02 14:00:00,,N/A
REI-3910,Assignment,2025-06-02 14:00:00,,N/A
SOK-1002,Skriftlig_skoleeksamen,2025-06-02 09:00:00,,"(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
(HARSTAD): Havnegata 5-7 – 112 Undervisningsrom 2
(HARSTAD): Havnegata 5-7 – Undervisningsrom 6
(NARVIK): E-Fløyen – E1480, Aktivt læringsrom"
SOK-1002NETT,Skriftlig_skoleeksamen,2025-06-02 09:00:00,,"(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)
(ALTA): Campus Alta Byggetrinn 2 – Rom 2108, Seminarrom (Alta)
(HARSTAD): Havnegata 5-7 – Undervisningsrom 9
(NARVIK): E-Fløyen – E1540, Seminarrom
(KIRKENES): UiT i Kirkenes – 1.05 Store klasserom"
SOK-1002NETT,Skriftlig_skoleeksamen_-_Finnsnes,2025-06-02 09:00:00,,"Studiesenteret Midt-Troms – Rom 258 Finnsnes
Studiesenteret Midt-Troms – Rom 259 Finnsnes"
SOK-1002NETT,Skriftlig_skoleeksamen_-_Oslo,2025-06-02 09:00:00,,N/A
SOK-1003,Mappevurdering,2024-11-29 14:00:00,,N/A
SOK-1004,Mappevurdering,2024-12-09 14:00:00,,N/A
SOK-1004,Mappevurdering,2025-06-06 14:00:00,,N/A
SOK-1005,Mappevurdering,2025-05-30 14:00:00,,N/A
SOK-1006,Mappevurdering,2025-06-06 14:00:00,,N/A
SOK-1010,Skriftlig_skoleeksamen,2025-05-28 09:00:00,,"(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
(HARSTAD): Havnegata 5-7 – Undervisningsrom 6
(HARSTAD): Havnegata 5-7 – Undervisningsrom 9
(NARVIK): E-Fløyen – E2430, Seminarrom"
SOK-1010NETT,Hjemmeeksamen,2025-05-20 09:00:00,2025-05-20 13:00:00,N/A
SOK-1010NETT,Skriftlig_skoleeksamen,2025-05-28 09:00:00,,"(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
(HARSTAD): Havnegata 5-7 – Undervisningsrom 7
(HARSTAD): Havnegata 5-7 – Undervisningsrom 8
Studiesenteret Midt-Troms – Rom 259 Finnsnes
(ALTA): Campus Alta Byggetrinn 3 – Rom A102, Kultursalen (Alta)
(NARVIK): E-Fløyen – E2470, Seminarrom
(KIRKENES): UiT i Kirkenes – 1.05 Store klasserom"
SOK-2008,Muntlig_eksamen,2024-11-25 00:00:00,2024-11-29 00:00:00,N/A
SOK-2009,Mappevurdering,2024-12-04 14:00:00,,N/A
SOK-2011,Mappevurdering,2025-05-23 14:00:00,,N/A
SOK-2013,Oppgave,2024-11-29 14:00:00,,N/A
SOK-2014,Oppgave,2024-12-09 14:00:00,,N/A
SOK-2030,Mappevurdering,2025-05-16 14:00:00,,N/A
SOK-2050,Assignment,2025-06-02 14:00:00,,N/A
SOK-2209,Oppgave,2025-06-02 14:00:00,,N/A
SOK-3008,Portfolio,2024-12-16 14:00:00,,N/A
SOK-3011,Oppgave,2024-11-22 14:00:00,,N/A
SOK-3012,Oppgave,2024-12-02 14:00:00,,N/A
SOK-3020,School_exam,2024-12-09 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
SOK-3021,Skriftlig_skoleeksamen,2025-03-25 09:00:00,,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
SOK-3022,Oppgave,2025-05-20 14:00:00,,N/A
SOK-3023,Muntlig_eksamen,2025-05-22 00:00:00,2025-05-23 00:00:00,N/A
SOK-3023,Oppgave,2025-05-07 14:00:00,,N/A
SOK-3901,Assignment,2025-06-02 14:00:00,,N/A
SVF-3401,Assignment,2024-12-17 14:00:00,,N/A
SVF-3402,Assignment,2025-06-13 14:00:00,,N/A
SVF-3409,Assignment,2025-05-15 14:00:00,,N/A
SVF-3555,School_exam,2024-11-22 09:00:00,,"(TROMSO): Teorifagbygget hus 3 – Rom 3.218, lesesal (Tromsø)"
SVF-3650,Oppgave,2024-12-02 14:00:00,,N/A
SVF-3650,Oppgave,2025-05-30 14:00:00,,N/A
Course Code,Exam_Type,,,Room Info
JUR-0500,Skriftlig_skoleeksamen,2024-12-05 09:00:00,,"(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3"
JUR-1003,Skriftlig_skoleeksamen,2025-05-27 09:00:00,,"(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3"
JUR-1005,Off_campus_exam,2025-02-04 09:00:00,2025-02-10 14:00:00,N/A
JUR-2011,Oppgave,2024-11-27 14:00:00,,N/A
JUR-2012,Hjemmeeksamen,2025-05-13 09:00:00,2025-05-16 14:00:00,N/A
JUR-2013,Skriftlig_skoleeksamen,2025-06-16 09:00:00,,"(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)"
JUR-2511,Hjemmeeksamen,2024-12-10 09:00:00,2024-12-12 14:00:00,N/A
JUR-2512,Hjemmeeksamen,2025-05-05 09:00:00,2025-05-08 14:00:00,N/A
JUR-2513,Skriftlig_skoleeksamen,2025-06-06 09:00:00,,"(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3"
JUR-3005,Oppgave,2024-11-29 12:00:00,,N/A
JUR-3009,Hjemmeeksamen,2024-12-16 09:00:00,2024-12-17 12:00:00,N/A
JUR-3010,Hjemmeeksamen,2024-12-16 09:00:00,2024-12-17 12:00:00,N/A
JUR-3012,Hjemmeeksamen,2025-04-22 09:00:00,2025-04-25 14:00:00,N/A
JUR-3013,Skriftlig_skoleeksamen,2025-05-28 09:00:00,,"(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)"
JUR-3014,Skriftlig_skoleeksamen,2025-06-05 09:00:00,,"(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3"
JUR-3050,School_exam,2024-11-29 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
JUR-3052,School_exam,2025-04-30 09:00:00,,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
JUR-3053,Off_campus_exam,2025-05-06 09:00:00,2025-05-09 14:00:00,N/A
JUR-3054,School_exam,2024-12-09 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
JUR-3602,School_exam,2024-12-05 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
JUR-3608,Muntlig_eksamen,2024-12-12 00:00:00,2024-12-13 00:00:00,N/A
JUR-3613,Skriftlig_skoleeksamen,2025-04-28 09:00:00,,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
JUR-3614,Skriftlig_skoleeksamen,2025-05-13 09:00:00,,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
JUR-3615,School_exam,2025-04-30 09:00:00,,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
JUR-3616,Skriftlig_skoleeksamen,2024-11-26 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
JUR-3617,Skriftlig_skoleeksamen,2024-12-06 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
JUR-3618,Hjemmeeksamen,2024-11-25 09:00:00,2024-11-25 15:00:00,N/A
JUR-3619,Off_campus_exam,2024-12-05 09:00:00,2024-12-05 15:00:00,N/A
JUR-3621,Off_campus_exam,2024-11-25 09:00:00,2024-12-04 14:00:00,N/A
JUR-3623,School_exam,2024-11-26 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
JUR-3624,Off_campus_exam,2025-03-24 09:00:00,2025-03-28 14:00:00,N/A
JUR-3626,Off_campus_exam,2024-12-02 09:00:00,2024-12-04 14:00:00,N/A
JUR-3627,Off_campus_exam,2025-05-16 09:00:00,2025-05-16 15:00:00,N/A
JUR-3628,Muntlig_eksamen,2024-12-05 00:00:00,2024-12-06 00:00:00,N/A
JUR-3901,Oppgave,2024-12-16 12:00:00,,N/A
JUR-3901,Oppgave,2025-05-05 12:00:00,,N/A
JUR-3902,Oppgave,2024-12-16 12:00:00,,N/A
JUR-3902,Oppgave,2025-05-05 12:00:00,,N/A
JUR-3903,Oppgave,2024-12-16 12:00:00,,N/A
JUR-3903,Oppgave,2025-05-19 12:00:00,,N/A
JUR-3920,Assignment,2025-06-02 12:00:00,,N/A
Course Code,Exam_Type,,,Room Info
AUT-1500,Skriftlig_skoleeksamen,2024-12-02 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
AUT-2501,Skriftlig_skoleeksamen,2024-11-28 09:00:00,,(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen
AUT-2503,Skriftlig_skoleeksamen,2025-05-30 09:00:00,,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
AUT-2504,Hjemmeeksamen,2025-06-06 09:00:00,2025-06-06 13:00:00,N/A
AUT-2507,Skriftlig_skoleeksamen,2024-12-13 09:00:00,,(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen
AUT-2600,Skriftlig_skoleeksamen,2024-11-25 09:00:00,,(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen
AUT-2602,Hjemmeeksamen,2024-11-22 09:00:00,2024-11-22 13:00:00,N/A
AUT-2604,Skriftlig_skoleeksamen,2025-05-21 09:00:00,,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
AUT-2605,Skriftlig_skoleeksamen,2024-12-06 09:00:00,,(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen
AUT-2606,Oppgave,2025-06-02 14:00:00,,N/A
AUT-2607,Hjemmeeksamen,2025-05-15 09:00:00,2025-05-15 13:00:00,N/A
AUT-2780,Oppgave,2025-05-16 14:00:00,,N/A
AUT-2801,Skriftlig_skoleeksamen,2024-12-10 09:00:00,,(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen
AUT-2802,Off_campus_exam,2024-11-05 09:00:00,2024-11-19 14:00:00,N/A
BYG-2502,Skriftlig_skoleeksamen,2024-12-12 09:00:00,,"(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)
(MO I RANA): Campus Helgeland – Undervisning
(MO I RANA): Campus Helgeland – Undervisning
(NARVIK): E-Fløyen – E2463, Undervisningsrom
(NARVIK): E-Fløyen – E2470, Seminarrom
(NARVIK): E-Fløyen – E2471, Seminarrom
Finnsnes – Finnsnes
Universitetet i Agder – Universitetet i Agder"
BYG-2503,Skriftlig_skoleeksamen,2025-06-10 09:00:00,,"(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)
(NARVIK): E-Fløyen – E1480, Aktivt læringsrom
(NARVIK): E-Fløyen – E1540, Seminarrom
(NARVIK): E-Fløyen – E2430, Seminarrom
(NARVIK): E-Fløyen – E2463, Undervisningsrom"
BYG-2601,Skriftlig_skoleeksamen,2024-12-05 09:00:00,,"(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)
(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
(MO I RANA): Campus Helgeland – Undervisning
(MO I RANA): Campus Helgeland – Undervisning
(NARVIK): E-Fløyen – E2463, Undervisningsrom
(NARVIK): E-Fløyen – E2470, Seminarrom
(NARVIK): E-Fløyen – E2471, Seminarrom
(NARVIK): E-Fløyen – E2550 Klasserom
Universitetet i Agder – Universitetet i Agder"
BYG-2602,Mappevurdering,2024-11-29 12:00:00,,N/A
BYG-2602,Skriftlig_skoleeksamen,2024-12-09 09:00:00,,"(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)
(MO I RANA): Campus Helgeland – Undervisning
(MO I RANA): Campus Helgeland – Undervisning
(NARVIK): E-Fløyen – E1460, Seminarrom
(NARVIK): E-Fløyen – E1480, Aktivt læringsrom
(NARVIK): E-Fløyen – E1540, Seminarrom
Finnsnes – Finnsnes
(KIRKENES): UiT i Kirkenes – 1.08 Lille klasserom
(KIRKENES): UiT i Kirkenes – 402 Seminarrom
(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen
Universitetet i Agder – Universitetet i Agder"
BYG-2603,Skriftlig_skoleeksamen,2025-05-20 09:00:00,,"(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)
(MO I RANA): Campus Helgeland – Undervisning
(NARVIK): E-Fløyen – E2463, Undervisningsrom"
BYG-2604,Skriftlig_skoleeksamen,2025-06-12 09:00:00,,"(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)
(NARVIK): E-Fløyen – E2430, Seminarrom
(NARVIK): E-Fløyen – E2461, Undervisningsrom
(NARVIK): E-Fløyen – E2470, Seminarrom"
BYG-2606,Skriftlig_skoleeksamen_-_Vegteknikk,2025-06-06 09:00:00,,"(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)
Studiesenteret Midt-Troms – Rom 258 Finnsnes
(MO I RANA): Campus Helgeland – Undervisning
(MO I RANA): Campus Helgeland – Undervisning
(NARVIK): E-Fløyen – E2471, Seminarrom
(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)"
BYG-2606,Skriftlig_skoleeksamen_-_VA-teknikk,2025-06-11 09:00:00,,"(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)
(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
(MO I RANA): Campus Helgeland – Undervisning
(NARVIK): E-Fløyen – E1480, Aktivt læringsrom"
BYG-2607,Mappevurdering_Landmåling,2025-05-20 14:00:00,,N/A
BYG-2607,Mappevurdering_Arealplanlegging,2025-05-14 14:00:00,,N/A
BYG-2607,Skriftlig_skoleeksamen_Landmåling,2025-05-26 09:00:00,,"(NARVIK): E-Fløyen – E1540, Seminarrom"
BYG-2609,Skriftlig_skoleeksamen,2025-06-10 09:00:00,,"(NARVIK): E-Fløyen – E2470, Seminarrom"
BYG-2610,Skriftlig_skoleeksamen,2025-05-22 09:00:00,,"(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)
(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
(NARVIK): E-Fløyen – E1540, Seminarrom
(NARVIK): E-Fløyen – E2430, Seminarrom
(NARVIK): E-Fløyen – E2463, Undervisningsrom"
BYG-2611,Skriftlig_skoleeksamen,2025-05-16 09:00:00,,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
BYG-2612,Hjemmeeksamen,2025-06-02 09:00:00,2025-06-02 10:30:00,N/A
BYG-2612,Mappevurdering,2025-05-07 14:00:00,,N/A
BYG-2780,Oppgave,2025-01-15 14:00:00,,N/A
BYG-2780,Oppgave,2025-05-27 14:00:00,,N/A
BYG-2781,Oppgave,2025-05-16 14:00:00,,N/A
BYG-2800,Mappevurdering,2024-11-11 09:00:00,2024-11-25 14:00:00,N/A
BYG-2800,Skriftlig_skoleeksamen,2024-12-09 09:00:00,,"(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)
Studiesenteret Midt-Troms – Rom 258 Finnsnes
(MO I RANA): Campus Helgeland – Undervisning
(NARVIK): E-Fløyen – E2470, Seminarrom
(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen
Universitetet i Agder – Universitetet i Agder"
BYG-2803,Skriftlig_skoleeksamen,2024-12-09 09:00:00,,"(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)
(NARVIK): E-Fløyen – E2550 Klasserom
(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen
Universitetet i Agder – Universitetet i Agder"
BYG-2804,Mappevurdering,2024-11-28 12:00:00,,N/A
BYG-2804,Skriftlig_skoleeksamen,2024-11-26 09:00:00,,"(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)
(MO I RANA): Campus Helgeland – Undervisning
(NARVIK): E-Fløyen – E1460, Seminarrom
(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen
Universitetet i Agder – Universitetet i Agder"
BYG-2805,Skriftlig_skoleeksamen,2024-12-03 09:00:00,,Universitetet i Agder – Universitetet i Agder
BYG-2806,Skriftlig_skoleeksamen,2024-11-26 09:00:00,,"(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)
(MO I RANA): Campus Helgeland – Undervisning
(NARVIK): E-Fløyen – E1480, Aktivt læringsrom
(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen"
BYG-2808,Skriftlig_skoleeksamen,2024-12-16 09:00:00,,"(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)
(NARVIK): E-Fløyen – E1480, Aktivt læringsrom"
BYG-2809,Skriftlig_skoleeksamen,2024-11-22 09:00:00,,"(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)
(NARVIK): E-Fløyen – E2471, Seminarrom
(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen"
BYG-2810,Mappevurdering,2024-11-25 14:00:00,,N/A
BYG-2810,Mappevurdering,2024-11-25 14:00:00,,N/A
BYG-2810,Skriftlig_skoleeksamen,2024-12-13 09:00:00,,"Studiesenteret Midt-Troms – Rom 258 Finnsnes
(MO I RANA): Campus Helgeland – Undervisning
(NARVIK): E-Fløyen – E1480, Aktivt læringsrom
(ALTA): Campus Alta: Paviljong 1, 2, 3 og m.bygg – Rom P178, Parilla
(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen
Universitetet i Agder – Universitetet i Agder"
BYG-2811,Skriftlig_skoleeksamen,2024-11-27 09:00:00,,"(NARVIK): E-Fløyen – E2471, Seminarrom
Universitetet i Agder – Universitetet i Agder"
BYG-2812,Skriftlig_skoleeksamen,2024-12-06 09:00:00,,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
BYG-3600,Skriftlig_skoleeksamen,2024-12-09 09:00:00,,"(NARVIK): E-Fløyen – E2430, Seminarrom
(NARVIK): E-Fløyen – E2470, Seminarrom"
BYG-3601,Skriftlig_skoleeksamen,2024-12-13 09:00:00,,"(NARVIK): E-Fløyen – E2470, Seminarrom
(NARVIK): E-Fløyen – E2471, Seminarrom"
BYG-3603,Skriftlig_skoleeksamen,2024-12-09 09:00:00,,"(NARVIK): E-Fløyen – E1460, Seminarrom"
BYG-3604,Assignment,2024-12-11 14:00:00,,N/A
BYG-3605,Hjemmeeksamen,2024-12-04 14:00:00,,N/A
BYG-3605,Muntlig_eksamen,2024-12-13 08:15:00,,"(NARVIK): E-Fløyen – E2461, Undervisningsrom"
BYG-3609,Skriftlig_skoleeksamen,2025-03-05 09:00:00,,"(NARVIK): E-Fløyen – E2463, Undervisningsrom"
BYG-3611,Assignment,2024-12-11 14:00:00,,N/A
BYG-3612,School_exam,2024-12-09 09:00:00,,"(NARVIK): E-Fløyen – E1460, Seminarrom"
BYG-3613,School_exam,2024-12-13 09:00:00,,"(NARVIK): E-Fløyen – E1480, Aktivt læringsrom"
BYG-3801,Off_campus_exam,2024-12-11 09:00:00,2024-12-11 12:00:00,N/A
BYG-3900,Oppgave,2025-05-15 14:00:00,,N/A
DTE-2501,Portfolio,2024-12-16 14:00:00,,N/A
DTE-2502,Portfolio,2024-12-04 14:00:00,,N/A
DTE-2503,Portfolio,2024-12-18 14:00:00,,N/A
DTE-2504,Mappevurdering,2025-06-06 14:00:00,,N/A
DTE-2505,Mappevurdering,2024-12-09 14:00:00,,N/A
DTE-2507,Skriftlig_skoleeksamen,2024-12-02 09:00:00,,"(BODØ): Posthusgården – ALR 105
(BODØ): Posthusgården – Undervisningsrom 138
(HAMMERFEST): Campus Hammerfest – 223 Klasserom Snefjord (Hammerfest)
Studiesenteret Midt-Troms – Rom 258 Finnsnes
(ALTA): Campus Alta Byggetrinn 3 – Rom A102, Kultursalen (Alta)
(MO I RANA): Campus Helgeland – Undervisning
(NARVIK): E-Fløyen – E2430, Seminarrom
(NARVIK): E-Fløyen – E2463, Undervisningsrom
(NARVIK): E-Fløyen – E2550 Klasserom
(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
(KIRKENES): UiT i Kirkenes – 1.05 Store klasserom
(KIRKENES): UiT i Kirkenes – 1.08 Lille klasserom
Universitetet i Agder – Universitetet i Agder"
DTE-2507,Skriftlig_skoleeksamen,2024-12-02 13:00:00,,"(BODØ): Posthusgården – ALR 105
(BODØ): Posthusgården – Undervisningsrom 138
(HAMMERFEST): Campus Hammerfest – 223 Klasserom Snefjord (Hammerfest)
(ALTA): Campus Alta Byggetrinn 3 – Rom A102, Kultursalen (Alta)
(MO I RANA): Campus Helgeland – Undervisning
(NARVIK): E-Fløyen – E2430, Seminarrom
(NARVIK): E-Fløyen – E2463, Undervisningsrom
(NARVIK): E-Fløyen – E2550 Klasserom
(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
(KIRKENES): UiT i Kirkenes – 1.08 Lille klasserom
Universitetet i Agder – Universitetet i Agder"
DTE-2509,Skriftlig_skoleeksamen,2025-05-13 09:00:00,,"(BODØ): Posthusgården – Undervisningsrom 138
(NARVIK): E-Fløyen – E2430, Seminarrom
(NARVIK): E-Fløyen – E2463, Undervisningsrom
(NARVIK): E-Fløyen – E2470, Seminarrom
(NARVIK): E-Fløyen – E2471, Seminarrom"
DTE-2510,Skriftlig_skoleeksamen,2024-11-26 09:00:00,,"(BODØ): Posthusgården – ALR 105
(BODØ): Posthusgården – Undervisningsrom 138
(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)
(TROMSO): Teorifagbygget hus 3 – Rom 3.218, lesesal (Tromsø)
(NARVIK): E-Fløyen – E2463, Undervisningsrom
(NARVIK): E-Fløyen – E2470, Seminarrom
(NARVIK): E-Fløyen – E2471, Seminarrom
(NARVIK): E-Fløyen – E2550 Klasserom
Universitetet i Agder – Universitetet i Agder"
DTE-2511,Skriftlig_skoleeksamen,2025-05-21 09:00:00,,"(NARVIK): E-Fløyen – E2430, Seminarrom
(NARVIK): E-Fløyen – E2463, Undervisningsrom
(NARVIK): E-Fløyen – E2470, Seminarrom
(NARVIK): E-Fløyen – E2471, Seminarrom"
DTE-2602,Mappevurdering,2024-12-16 14:00:00,,N/A
DTE-2603,Skriftlig_skoleeksamen,2025-05-12 09:00:00,,"(NARVIK): E-Fløyen – E1460, Seminarrom
(NARVIK): E-Fløyen – E1480, Aktivt læringsrom
(NARVIK): E-Fløyen – E1540, Seminarrom"
DTE-2604,Mappevurdering,2025-06-06 14:00:00,,N/A
DTE-2781,Oppgave,2025-05-20 14:00:00,,N/A
DTE-2800,Skriftlig_skoleeksamen,2024-11-21 09:00:00,,"(BODØ): Posthusgården – ALR 105
(BODØ): Posthusgården – Undervisningsrom 138
(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)
(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
(NARVIK): E-Fløyen – E2463, Undervisningsrom
(NARVIK): E-Fløyen – E2471, Seminarrom"
DTE-2802,Mappevurdering,2024-12-18 14:00:00,,N/A
DTE-2803,Mappevurdering,2024-12-18 14:00:00,,N/A
DTE-2804,Mappevurdering,2024-12-04 14:00:00,,N/A
DTE-3601,Off_campus_exam,2024-12-11 09:00:00,2024-12-11 14:00:00,N/A
DTE-3605,Oral_exam,2024-12-06 08:00:00,,N/A
DTE-3612,Oral_exam,2024-12-09 08:15:00,,N/A
DTE-3801,Portfolio,2024-12-09 14:00:00,,N/A
DTE-3900,Assignment,2025-05-15 14:00:00,,N/A
ELE-2501,Skriftlig_skoleeksamen,2024-12-03 09:00:00,,"(BODØ): Posthusgården – Undervisningsrom 138
(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)
(MO I RANA): Campus Helgeland – Undervisning
(NARVIK): E-Fløyen – E1480, Aktivt læringsrom"
ELE-2502,Mappevurdering,2024-12-11 14:00:00,,N/A
ELE-2503,Mappevurdering,2024-12-10 14:00:00,,N/A
ELE-2600,Mappevurdering,2025-06-06 13:00:00,,N/A
ELE-2601,Mappevurdering,2025-05-23 13:00:00,,N/A
ELE-2602,Mappevurdering,2024-11-26 14:00:00,,N/A
ELE-2603,Skriftlig_skoleeksamen,2024-12-02 09:00:00,,"(NARVIK): E-Fløyen – E2470, Seminarrom"
ELE-2604,Skriftlig_skoleeksamen,2024-11-22 09:00:00,,"(NARVIK): C-Blokken – C4220, Datarom"
ELE-2780,Oppgave,2025-05-20 14:00:00,,N/A
ELE-2801,Oppgave,2024-12-09 14:00:00,,N/A
ELE-2801,Skriftlig_skoleeksamen,2024-12-09 09:00:00,,"(NARVIK): E-Fløyen – E2471, Seminarrom"
ELE-3600,School_exam,2025-06-02 09:00:00,,"(NARVIK): E-Fløyen – E2470, Seminarrom"
ELE-3601,School_exam,2024-12-09 09:00:00,,"(NARVIK): E-Fløyen – E2463, Undervisningsrom"
ELE-3602,School_exam,2024-12-13 09:00:00,,"(NARVIK): E-Fløyen – E2463, Undervisningsrom"
